Anxiety,Hours per day,Float
8.0,BPM,123.0
8.0,BPM,55.0
0.0,BPM,77.0
5.0,BPM,4.0
7.5,BPM,150.0
3.0,BPM,73.0
7.0,BPM,155.0
6.0,BPM,89.0
8.0,BPM,110.0
10.0,BPM,140.0
3.0,BPM,135.0
5.0,BPM,125.0
7.0,BPM,110.0
7.0,BPM,140.0
4.0,BPM,112.0
3.0,BPM,96.0
10.0,BPM,155.0
7.0,BPM,174.0
7.0,BPM,93.0
6.0,BPM,78.0
7.0,BPM,174.0
5.0,BPM,120.0
7.0,BPM,75.0
2.0,BPM,94.0
9.0,BPM,180.0
3.0,BPM,115.0
4.0,BPM,128.0
1.0,BPM,112.0
3.0,BPM,140.0
1.0,BPM,143.0
8.0,BPM,72.0
8.0,BPM,100.0
3.0,BPM,120.0
0.0,BPM,105.0
8.0,BPM,119.0
8.0,BPM,137.0
6.0,BPM,178.0
5.0,BPM,133.0
3.0,BPM,72.0
5.0,BPM,133.0
0.0,BPM,80.0
7.0,BPM,146.0
8.0,BPM,88.0
4.0,BPM,132.0
9.0,BPM,102.0
5.0,BPM,91.0
4.0,BPM,127.0
4.0,BPM,82.0
9.0,BPM,141.0
3.0,BPM,114.0
6.0,BPM,148.0
2.0,BPM,156.0
10.0,BPM,185.0
4.0,BPM,114.0
7.0,BPM,120.0
7.0,BPM,80.0
4.0,BPM,116.0
10.0,BPM,99.0
4.0,BPM,129.0
7.0,BPM,131.0
3.0,BPM,95.0
10.0,BPM,80.0
4.0,BPM,204.0
7.0,BPM,128.0
6.0,BPM,140.0
7.0,BPM,159.0
6.0,BPM,104.0
10.0,BPM,97.0
7.0,BPM,80.0
3.0,BPM,134.0
7.0,BPM,135.0
3.0,BPM,129.0
5.0,BPM,110.0
1.0,BPM,180.0
2.0,BPM,70.0
10.0,BPM,103.0
7.0,BPM,99.0
6.0,BPM,117.0
5.0,BPM,102.0
7.0,BPM,127.0
7.0,BPM,93.0
3.0,BPM,146.0
8.0,BPM,0.0
8.0,BPM,150.0
2.0,BPM,85.0
7.0,BPM,122.0
0.0,BPM,120.0
8.0,BPM,120.0
4.0,BPM,150.0
6.0,BPM,174.0
8.0,BPM,112.0
5.0,BPM,180.0
10.0,BPM,121.0
0.0,BPM,98.0
8.0,BPM,118.0
7.0,BPM,135.0
3.0,BPM,105.0
5.0,BPM,122.0
6.0,BPM,136.0
5.0,BPM,165.0
8.0,BPM,130.0
8.0,BPM,115.0
3.0,BPM,140.0
0.0,BPM,95.0
5.0,BPM,150.0
2.0,BPM,97.0
4.0,BPM,122.0
10.0,BPM,150.0
8.0,BPM,125.0
3.0,BPM,96.0
10.0,BPM,137.0
10.0,BPM,174.0
9.0,BPM,210.0
6.0,BPM,129.0
3.0,BPM,112.0
10.0,BPM,8.0
4.0,BPM,999999999.0
3.0,BPM,81.0
1.0,BPM,153.0
5.0,BPM,120.0
3.0,BPM,169.0
1.0,BPM,138.0
6.0,BPM,124.0
6.0,BPM,192.0
2.0,BPM,76.0
8.0,BPM,119.0
8.0,BPM,172.0
1.0,BPM,79.0
8.0,BPM,112.0
6.0,BPM,130.0
2.0,BPM,116.0
0.0,BPM,165.0
10.0,BPM,110.0
3.0,BPM,174.0
7.0,BPM,180.0
8.0,BPM,171.0
10.0,BPM,70.0
6.0,BPM,120.0
3.0,BPM,56.0
6.0,BPM,162.0
7.0,BPM,101.0
10.0,BPM,110.0
0.0,BPM,172.0
0.0,BPM,90.0
2.0,BPM,135.0
2.0,BPM,81.0
5.0,BPM,170.0
0.0,BPM,120.0
5.0,BPM,90.0
2.0,BPM,115.0
3.0,BPM,220.0
7.0,BPM,160.0
3.0,BPM,121.0
5.0,BPM,105.0
8.0,BPM,110.0
4.0,BPM,134.0
7.0,BPM,148.0
1.0,BPM,120.0
3.0,BPM,122.0
6.0,BPM,90.0
6.0,BPM,122.0
7.0,BPM,129.0
2.0,BPM,132.0
8.0,BPM,178.0
7.0,BPM,115.0
4.0,BPM,137.0
3.0,BPM,92.0
10.0,BPM,140.0
10.0,BPM,130.0
8.0,BPM,63.0
10.0,BPM,119.0
5.0,BPM,180.0
4.0,BPM,68.0
7.0,BPM,85.0
2.0,BPM,128.0
10.0,BPM,150.0
10.0,BPM,0.0
3.0,BPM,92.0
7.0,BPM,121.0
7.0,BPM,155.0
7.0,BPM,150.0
4.0,BPM,624.0
5.0,BPM,136.0
5.0,BPM,121.0
7.0,BPM,113.0
8.0,BPM,80.0
1.0,BPM,140.0
8.0,BPM,100.0
4.0,BPM,92.0
9.0,BPM,120.0
10.0,BPM,93.0
7.0,BPM,136.0
10.0,BPM,108.0
2.0,BPM,147.0
3.0,BPM,93.0
7.0,BPM,98.0
4.0,BPM,120.0
4.0,BPM,130.0
6.0,BPM,218.0
8.0,BPM,123.0
2.0,BPM,135.0
8.0,BPM,105.0
6.0,BPM,115.0
8.0,BPM,120.0
6.0,BPM,149.0
5.0,BPM,125.0
6.0,BPM,132.0
7.0,BPM,110.0
4.0,BPM,110.0
9.0,BPM,116.0
9.0,BPM,145.0
1.0,BPM,105.0
8.0,BPM,80.0
5.0,BPM,100.0
10.0,BPM,73.0
7.0,BPM,80.0
2.0,BPM,120.0
7.0,BPM,117.0
4.0,BPM,89.0
3.0,BPM,115.0
7.0,BPM,144.0
10.0,BPM,105.0
7.0,BPM,114.0
5.0,BPM,145.0
0.0,BPM,143.0
10.0,BPM,128.0
7.0,BPM,90.0
2.0,BPM,110.0
10.0,BPM,130.0
9.0,BPM,115.0
6.0,BPM,186.0
8.0,BPM,99.0
3.0,BPM,150.0
9.0,BPM,149.0
4.0,BPM,120.0
6.0,BPM,140.0
7.0,BPM,90.0
8.0,BPM,120.0
8.0,BPM,210.0
5.0,BPM,95.0
9.0,BPM,163.0
4.0,BPM,97.0
9.0,BPM,137.0
8.0,BPM,70.0
10.0,BPM,150.0
7.0,BPM,168.0
10.0,BPM,163.0
8.0,BPM,140.0
10.0,BPM,105.0
6.0,BPM,78.0
10.0,BPM,128.0
9.0,BPM,90.0
0.0,BPM,136.0
7.0,BPM,108.0
6.0,BPM,95.0
7.0,BPM,147.0
7.0,BPM,120.0
3.0,BPM,160.0
2.0,BPM,120.0
2.0,BPM,170.0
2.0,BPM,98.0
7.0,Frequency [Classical],Never
9.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Never
8.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Sometimes
5.0,Frequency [Classical],Never
2.0,Frequency [Classical],Never
2.0,Frequency [Classical],Rarely
1.0,Frequency [Classical],Rarely
2.0,Frequency [Classical],Never
6.0,Frequency [Classical],Very frequently
8.0,Frequency [Classical],Never
5.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Never
6.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Never
6.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Sometimes
6.0,Frequency [Classical],Never
8.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Very frequently
5.0,Frequency [Classical],Rarely
0.0,Frequency [Classical],Very frequently
3.0,Frequency [Classical],Sometimes
6.0,Frequency [Classical],Never
9.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Very frequently
3.0,Frequency [Classical],Very frequently
6.0,Frequency [Classical],Very frequently
1.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Never
8.0,Frequency [Classical],Very frequently
9.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Never
7.0,Frequency [Classical],Sometimes
0.0,Frequency [Classical],Never
7.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Very frequently
8.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Sometimes
10.0,Frequency [Classical],Never
8.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Never
5.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Sometimes
5.0,Frequency [Classical],Very frequently
0.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Sometimes
4.0,Frequency [Classical],Never
7.0,Frequency [Classical],Never
9.0,Frequency [Classical],Sometimes
2.0,Frequency [Classical],Never
10.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Never
2.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Rarely
9.0,Frequency [Classical],Rarely
2.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Rarely
2.0,Frequency [Classical],Never
7.0,Frequency [Classical],Sometimes
5.0,Frequency [Classical],Sometimes
4.0,Frequency [Classical],Very frequently
6.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Rarely
9.0,Frequency [Classical],Rarely
0.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Never
3.0,Frequency [Classical],Never
1.0,Frequency [Classical],Very frequently
10.0,Frequency [Classical],Never
6.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Never
8.0,Frequency [Classical],Sometimes
9.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Never
6.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Sometimes
4.0,Frequency [Classical],Very frequently
7.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Never
2.0,Frequency [Classical],Never
7.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Never
10.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Never
7.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Sometimes
4.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Sometimes
4.0,Frequency [Classical],Sometimes
6.0,Frequency [Classical],Sometimes
10.0,Frequency [Classical],Sometimes
10.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Never
8.0,Frequency [Classical],Never
3.0,Frequency [Classical],Very frequently
6.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Very frequently
1.0,Frequency [Classical],Very frequently
5.0,Frequency [Classical],Sometimes
0.0,Frequency [Classical],Very frequently
0.0,Frequency [Classical],Never
3.0,Frequency [Classical],Never
8.0,Frequency [Classical],Sometimes
5.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Never
6.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
9.0,Frequency [Classical],Never
7.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
1.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Never
6.0,Frequency [Classical],Never
1.0,Frequency [Classical],Sometimes
5.0,Frequency [Classical],Never
8.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Rarely
0.0,Frequency [Classical],Sometimes
6.0,Frequency [Classical],Rarely
1.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Sometimes
9.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Very frequently
10.0,Frequency [Classical],Never
7.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Very frequently
7.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
9.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Sometimes
9.0,Frequency [Classical],Sometimes
9.0,Frequency [Classical],Never
9.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Never
9.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Rarely
9.0,Frequency [Classical],Sometimes
9.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Sometimes
6.0,Frequency [Classical],Very frequently
8.0,Frequency [Classical],Sometimes
4.0,Frequency [Classical],Rarely
2.0,Frequency [Classical],Sometimes
10.0,Frequency [Classical],Never
8.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Never
9.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Sometimes
6.0,Frequency [Classical],Never
8.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Sometimes
10.0,Frequency [Classical],Sometimes
6.0,Frequency [Classical],Rarely
2.0,Frequency [Classical],Never
9.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Never
3.0,Frequency [Classical],Sometimes
4.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Sometimes
9.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Never
9.0,Frequency [Classical],Sometimes
0.0,Frequency [Classical],Rarely
2.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Sometimes
6.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Very frequently
8.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Sometimes
9.0,Frequency [Classical],Very frequently
7.0,Frequency [Classical],Very frequently
10.0,Frequency [Classical],Never
0.0,Frequency [Classical],Rarely
9.0,Frequency [Classical],Never
7.0,Frequency [Classical],Rarely
9.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Never
6.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Rarely
9.0,Frequency [Classical],Never
7.0,Frequency [Classical],Rarely
9.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Sometimes
0.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Very frequently
4.0,Frequency [Classical],Very frequently
3.0,Frequency [Classical],Rarely
2.0,Frequency [Classical],Sometimes
0.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Sometimes
5.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Never
8.0,Frequency [Classical],Very frequently
8.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Sometimes
5.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Very frequently
8.0,Frequency [Classical],Sometimes
10.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Rarely
0.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Never
8.0,Frequency [Classical],Sometimes
6.0,Frequency [Classical],Never
7.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Never
10.0,Frequency [Classical],Never
8.0,Frequency [Classical],Never
8.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Never
7.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Sometimes
4.0,Frequency [Classical],Never
0.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Never
8.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Never
0.0,Frequency [Classical],Never
7.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Very frequently
9.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Never
7.0,Frequency [Classical],Never
7.0,Frequency [Classical],Rarely
1.0,Frequency [Classical],Sometimes
1.0,Frequency [Classical],Rarely
2.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Never
8.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Very frequently
7.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Never
10.0,Frequency [Classical],Sometimes
6.0,Frequency [Classical],Never
8.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Never
9.0,Frequency [Classical],Never
10.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Never
6.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Sometimes
4.0,Frequency [Classical],Very frequently
4.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Very frequently
7.0,Frequency [Classical],Never
7.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Sometimes
9.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Sometimes
5.0,Frequency [Classical],Never
3.0,Frequency [Classical],Never
7.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Never
3.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Very frequently
4.0,Frequency [Classical],Rarely
9.0,Frequency [Classical],Very frequently
10.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Never
1.0,Frequency [Classical],Sometimes
5.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Sometimes
2.0,Frequency [Classical],Very frequently
6.0,Frequency [Classical],Rarely
2.0,Frequency [Classical],Very frequently
6.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
9.0,Frequency [Classical],Very frequently
10.0,Frequency [Classical],Never
6.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Never
7.0,Frequency [Classical],Never
7.0,Frequency [Classical],Very frequently
8.0,Frequency [Classical],Very frequently
7.0,Frequency [Classical],Never
6.0,Frequency [Classical],Very frequently
3.0,Frequency [Classical],Very frequently
6.0,Frequency [Classical],Rarely
9.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Sometimes
4.0,Frequency [Classical],Rarely
0.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Sometimes
5.0,Frequency [Classical],Sometimes
9.0,Frequency [Classical],Very frequently
2.0,Frequency [Classical],Never
7.0,Frequency [Classical],Very frequently
10.0,Frequency [Classical],Never
8.0,Frequency [Classical],Never
1.0,Frequency [Classical],Very frequently
9.0,Frequency [Classical],Very frequently
9.0,Frequency [Classical],Never
8.0,Frequency [Classical],Very frequently
1.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Never
3.0,Frequency [Classical],Very frequently
4.0,Frequency [Classical],Very frequently
2.0,Frequency [Classical],Rarely
2.0,Frequency [Classical],Very frequently
8.0,Frequency [Classical],Never
8.0,Frequency [Classical],Very frequently
0.0,Frequency [Classical],Never
5.0,Frequency [Classical],Sometimes
7.5,Frequency [Classical],Rarely
3.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Very frequently
6.0,Frequency [Classical],Never
8.0,Frequency [Classical],Sometimes
10.0,Frequency [Classical],Very frequently
3.0,Frequency [Classical],Never
5.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Never
4.0,Frequency [Classical],Never
3.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Never
7.0,Frequency [Classical],Very frequently
7.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Sometimes
2.0,Frequency [Classical],Never
9.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Sometimes
1.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Never
1.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Never
0.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Very frequently
5.0,Frequency [Classical],Very frequently
3.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Rarely
0.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Never
8.0,Frequency [Classical],Sometimes
4.0,Frequency [Classical],Sometimes
9.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Very frequently
4.0,Frequency [Classical],Sometimes
4.0,Frequency [Classical],Sometimes
9.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Very frequently
6.0,Frequency [Classical],Never
2.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Very frequently
4.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Never
10.0,Frequency [Classical],Very frequently
4.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Sometimes
6.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Never
6.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Sometimes
5.0,Frequency [Classical],Never
1.0,Frequency [Classical],Sometimes
2.0,Frequency [Classical],Sometimes
10.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Sometimes
5.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Very frequently
7.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Very frequently
8.0,Frequency [Classical],Very frequently
2.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Very frequently
0.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Never
4.0,Frequency [Classical],Never
6.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Never
5.0,Frequency [Classical],Never
10.0,Frequency [Classical],Never
0.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Never
7.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Never
5.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Never
3.0,Frequency [Classical],Rarely
0.0,Frequency [Classical],Very frequently
5.0,Frequency [Classical],Rarely
2.0,Frequency [Classical],Never
4.0,Frequency [Classical],Sometimes
10.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Sometimes
10.0,Frequency [Classical],Sometimes
10.0,Frequency [Classical],Rarely
9.0,Frequency [Classical],Never
6.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Very frequently
10.0,Frequency [Classical],Very frequently
4.0,Frequency [Classical],Never
3.0,Frequency [Classical],Never
1.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Very frequently
3.0,Frequency [Classical],Rarely
1.0,Frequency [Classical],Never
6.0,Frequency [Classical],Sometimes
6.0,Frequency [Classical],Never
2.0,Frequency [Classical],Never
8.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Never
1.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Sometimes
6.0,Frequency [Classical],Never
2.0,Frequency [Classical],Rarely
0.0,Frequency [Classical],Never
10.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Very frequently
10.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Never
3.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Very frequently
7.0,Frequency [Classical],Never
10.0,Frequency [Classical],Sometimes
0.0,Frequency [Classical],Very frequently
0.0,Frequency [Classical],Rarely
2.0,Frequency [Classical],Sometimes
2.0,Frequency [Classical],Very frequently
5.0,Frequency [Classical],Rarely
0.0,Frequency [Classical],Never
5.0,Frequency [Classical],Never
2.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Never
4.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Rarely
1.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
6.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Sometimes
2.0,Frequency [Classical],Never
8.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Never
4.0,Frequency [Classical],Sometimes
3.0,Frequency [Classical],Very frequently
10.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Sometimes
8.0,Frequency [Classical],Never
10.0,Frequency [Classical],Rarely
5.0,Frequency [Classical],Rarely
4.0,Frequency [Classical],Very frequently
7.0,Frequency [Classical],Sometimes
2.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Rarely
10.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Rarely
7.0,Frequency [Classical],Very frequently
4.0,Frequency [Classical],Sometimes
5.0,Frequency [Classical],Sometimes
5.0,Frequency [Classical],Sometimes
7.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Never
1.0,Frequency [Classical],Rarely
8.0,Frequency [Classical],Never
4.0,Frequency [Classical],Sometimes
9.0,Frequency [Classical],Never
10.0,Frequency [Classical],Never
7.0,Frequency [Classical],Sometimes
10.0,Frequency [Classical],Never
2.0,Frequency [Classical],Rarely
3.0,Frequency [Classical],Very frequently
